Site+ADs-Lat+ADs-Lon+ADs-M2 amp +AFs-cm+AF0-+ADs-M2 phase (deg GMT)+ADs-K1 amp +AFs-cm+AF0-+ADs-K1 phase (deg GMT)
Neah Bay+ADs-48.3667+ADs-124.6117+ADs-78.9+ADs-246.2+ADs-49.6+ADs-248.5
Sekiu Clallam Bay+ADs-48.2633+ADs-124.2967+ADs-66.9+ADs-258+ADs-54.2+ADs-252.2
Port Angeles+ADs-48.125+ADs-123.44+ADs-51.4+ADs-307.1+ADs-66.7+ADs-261.8
Port Townsend+ADs-48.1117+ADs-122.7567+ADs-68.5+ADs-349.7+ADs-76.6+ADs-270.7
Budd Inlet+ADs-47.0983+ADs-122.895+ADs-145.9+ADs-30.3+ADs-87.7+ADs-289.6
Tacoma+ADs-47.2667+ADs-122.4133+ADs-113.9+ADs-11.8+ADs-83.8+ADs-277.9
Seattle+ADs-47.6017+ADs-122.3383+ADs-107.2+ADs-10.6+ADs-83.4+ADs-277
Bangor+ADs-47.7483+ADs-122.7267+ADs-102.4+ADs-4.1+ADs-83.5+ADs-274.8
Foulweather Bluff+ADs-47.9267+ADs-122.6167+ADs-88.3+ADs-3.4+ADs-76.5+ADs-275.9
Everett+ADs-47.98+ADs-122.2217+ADs-100.9+ADs-11.6+ADs-80.9+ADs-276.9
Sneeoosh Point+ADs-48.4+ADs-122.5467+ADs-102.6+ADs-18.3+ADs-78.4+ADs-282
Turner Bay+ADs-48.445+ADs-122.555+ADs-94.4+ADs-16.7+ADs-75.4+ADs-281.4
Armitage Island+ADs-48.535+ADs-122.7967+ADs-57.3+ADs-0.5+ADs-75.6+ADs-276.4
Friday Harbour+ADs-48.5467+ADs-123.01+ADs-56.5+ADs-9.7+ADs-75.8+ADs-278.8
Richardson+ADs-48.4467+ADs-122.9+ADs-52.2+ADs-340.1+ADs-71.3+ADs-270.9
Cherry Point+ADs-48.8633+ADs-122.7567+ADs-73.4+ADs-22.8+ADs-81.7+ADs-282.8
Blaine+ADs-48.99167+ADs-122.765+ADs-76.3+ADs-24.8+ADs-78.4+ADs-286.3
